event_time,event_type,channel,category_code,price,user_id
2023-01-03 23:46:00,view,Google Ads,appliances.kitchen.refrigerators,74.43,349871
2023-01-10 03:37:00,view,Google Ads,furniture.living_room.sofa,956.27,728120
2023-01-03 15:01:00,view,Instagram,electronics.smartphone,480.55,662033
2023-01-19 11:21:00,purchase,Google Ads,electronics.smartphone,226.11,248014
2023-01-13 23:41:00,view,Organic Search,appliances.kitchen.dishwasher,638.29,253025
2023-01-05 15:28:00,purchase,Instagram,appliances.kitchen.refrigerators,11.25,170072
2023-01-13 01:50:00,cart,Referral,appliances.kitchen.refrigerators,493.78,258250
2023-01-24 21:25:00,cart,Google Ads,furniture.living_room.sofa,962.13,478064
2023-01-18 15:40:00,view,Email,computers.notebook,622.91,290423
2023-01-27 07:19:00,view,Google Ads,computers.notebook,900.58,562496
2023-01-17 13:13:00,view,Instagram,electronics.smartphone,22.05,362737
2023-01-09 19:25:00,view,Referral,furniture.living_room.sofa,674.38,206720
2023-01-23 13:32:00,purchase,Google Ads,computers.notebook,169.48,440185
2023-01-14 15:51:00,view,Organic Search,electronics.smartphone,384.77,190125
2023-01-25 17:49:00,view,Google Ads,electronics.smartphone,164.68,589517
2023-01-07 00:44:00,view,Organic Search,appliances.kitchen.refrigerators,451.06,192975
2023-01-20 03:34:00,view,Organic Search,furniture.living_room.sofa,522.79,996070
2023-01-04 23:25:00,view,Organic Search,appliances.kitchen.refrigerators,723.15,862663
2023-01-09 05:29:00,view,Google Ads,computers.notebook,473.13,969656
2023-01-22 09:13:00,cart,Google Ads,appliances.kitchen.refrigerators,898.15,305874
2023-01-22 15:31:00,purchase,Instagram,furniture.living_room.sofa,293.12,859032
2023-01-24 18:53:00,cart,Google Ads,appliances.kitchen.dishwasher,917.3,637496
2023-01-23 16:11:00,view,Google Ads,appliances.kitchen.dishwasher,601.8,265107
2023-01-05 13:41:00,view,Referral,furniture.living_room.sofa,649.87,571289
2023-01-04 15:01:00,view,Email,appliances.kitchen.refrigerators,725.77,776523
2023-01-18 17:45:00,view,Email,computers.notebook,591.76,574726
2023-01-12 04:47:00,view,Organic Search,appliances.kitchen.dishwasher,673.95,250484
2023-01-04 11:52:00,view,Google Ads,electronics.smartphone,515.3,185066
2023-01-28 05:14:00,view,Referral,appliances.kitchen.refrigerators,204.94,949080
2023-01-26 12:57:00,cart,Organic Search,appliances.kitchen.dishwasher,327.16,660634
2023-01-11 11:35:00,purchase,Instagram,appliances.kitchen.refrigerators,350.21,768628
2023-01-16 01:47:00,cart,Referral,appliances.kitchen.refrigerators,421.81,624724
2023-01-16 03:47:00,view,Referral,electronics.smartphone,890.76,679493
2023-01-22 06:20:00,view,Google Ads,furniture.living_room.sofa,615.11,910393
2023-01-05 09:07:00,cart,Google Ads,electronics.smartphone,359.67,354690
2023-01-25 22:16:00,cart,Instagram,electronics.smartphone,410.84,326498
2023-01-26 17:49:00,view,Referral,electronics.smartphone,389.15,279740
2023-01-05 04:27:00,cart,Email,furniture.living_room.sofa,250.76,561274
2023-01-13 00:50:00,view,Instagram,appliances.kitchen.dishwasher,828.44,247083
2023-01-03 09:20:00,view,Email,appliances.kitchen.dishwasher,353.42,171473
2023-01-02 01:45:00,cart,Email,appliances.kitchen.dishwasher,962.85,458968
2023-01-22 20:40:00,cart,Referral,appliances.kitchen.refrigerators,104.87,505095
2023-01-23 18:37:00,view,Instagram,computers.notebook,717.39,658425
2023-01-30 11:11:00,cart,Referral,appliances.kitchen.refrigerators,215.03,261357
2023-01-22 11:44:00,view,Instagram,computers.notebook,193.16,596474
2023-01-20 16:16:00,cart,Organic Search,furniture.living_room.sofa,619.63,355765
2023-01-26 07:27:00,view,Google Ads,electronics.smartphone,427.64,821478
2023-01-11 06:04:00,view,Google Ads,appliances.kitchen.dishwasher,321.65,339313
2023-01-15 22:51:00,view,Google Ads,appliances.kitchen.refrigerators,663.2,295875
2023-01-01 02:05:00,view,Google Ads,furniture.living_room.sofa,736.49,542695
2023-01-27 03:56:00,purchase,Instagram,computers.notebook,821.14,971592
2023-01-20 17:52:00,view,Google Ads,electronics.smartphone,463.53,776944
2023-01-05 14:42:00,view,Organic Search,appliances.kitchen.refrigerators,934.51,789971
2023-01-29 21:33:00,view,Instagram,appliances.kitchen.refrigerators,805.09,500599
2023-01-23 07:15:00,cart,Organic Search,computers.notebook,344.95,271368
2023-01-18 00:45:00,view,Google Ads,furniture.living_room.sofa,567.99,170362
2023-01-29 23:00:00,view,Referral,electronics.smartphone,776.04,979391
2023-01-29 06:41:00,view,Organic Search,computers.notebook,476.86,283792
2023-01-18 06:26:00,view,Google Ads,electronics.smartphone,487.69,282927
2023-01-08 18:23:00,view,Google Ads,electronics.smartphone,710.7,906323
2023-01-22 14:10:00,cart,Instagram,computers.notebook,51.91,425829
2023-01-08 11:29:00,cart,Email,computers.notebook,948.03,298435
2023-01-08 14:11:00,view,Organic Search,appliances.kitchen.dishwasher,332.3,561174
2023-01-13 13:17:00,view,Email,appliances.kitchen.dishwasher,528.1,667476
2023-01-27 20:15:00,purchase,Email,appliances.kitchen.dishwasher,326.95,494722
2023-01-18 23:35:00,view,Instagram,electronics.smartphone,436.55,234322
2023-01-02 23:01:00,view,Organic Search,furniture.living_room.sofa,862.75,986561
2023-01-23 00:56:00,cart,Referral,furniture.living_room.sofa,390.19,368714
2023-01-11 05:54:00,view,Organic Search,computers.notebook,273.4,925594
2023-01-12 06:18:00,view,Organic Search,electronics.smartphone,788.88,630480
2023-01-01 23:15:00,purchase,Google Ads,furniture.living_room.sofa,892.89,192028
2023-01-03 18:01:00,view,Organic Search,appliances.kitchen.refrigerators,725.24,364654
2023-01-25 13:42:00,view,Referral,appliances.kitchen.refrigerators,471.74,685095
2023-01-17 03:34:00,cart,Google Ads,furniture.living_room.sofa,115.87,552728
2023-01-13 10:48:00,cart,Instagram,appliances.kitchen.refrigerators,121.99,255969
2023-01-27 09:13:00,view,Instagram,computers.notebook,294.82,147016
2023-01-09 09:33:00,cart,Instagram,appliances.kitchen.dishwasher,183.31,239273
2023-01-11 05:02:00,cart,Google Ads,computers.notebook,620.2,756989
2023-01-19 07:16:00,cart,Instagram,furniture.living_room.sofa,266.54,331678
2023-01-06 13:06:00,purchase,Email,electronics.smartphone,759.54,725820
2023-01-19 13:26:00,view,Instagram,appliances.kitchen.dishwasher,659.31,980846
2023-01-09 19:00:00,view,Google Ads,computers.notebook,858.14,662557
2023-01-05 21:14:00,view,Instagram,computers.notebook,93.29,919920
2023-01-30 10:45:00,cart,Instagram,electronics.smartphone,244.33,927775
2023-01-10 10:20:00,cart,Email,appliances.kitchen.refrigerators,141.0,870738
2023-01-30 19:28:00,view,Google Ads,appliances.kitchen.dishwasher,536.23,577394
2023-01-13 03:20:00,view,Instagram,appliances.kitchen.dishwasher,603.81,579052
2023-01-01 20:04:00,view,Email,computers.notebook,620.02,420308
2023-01-30 18:40:00,view,Instagram,appliances.kitchen.refrigerators,715.3,222929
2023-01-17 21:31:00,purchase,Organic Search,appliances.kitchen.refrigerators,271.91,981387
2023-01-03 11:43:00,view,Google Ads,appliances.kitchen.refrigerators,916.93,186590
2023-01-12 06:56:00,view,Instagram,computers.notebook,306.79,315433
2023-01-06 05:39:00,cart,Email,electronics.smartphone,720.1,591551
2023-01-25 04:06:00,view,Google Ads,appliances.kitchen.refrigerators,972.68,259527
2023-01-16 11:50:00,view,Organic Search,appliances.kitchen.refrigerators,519.53,384140
2023-01-06 17:03:00,view,Email,appliances.kitchen.refrigerators,708.78,294662
2023-01-08 01:20:00,purchase,Instagram,furniture.living_room.sofa,48.53,620438
2023-01-14 10:38:00,view,Google Ads,computers.notebook,459.48,897317
2023-01-22 18:19:00,view,Organic Search,appliances.kitchen.dishwasher,872.41,688958
2023-01-09 00:02:00,view,Referral,appliances.kitchen.refrigerators,397.74,328570
2023-01-26 05:36:00,view,Instagram,electronics.smartphone,79.29,378148
2023-01-20 02:21:00,view,Google Ads,electronics.smartphone,24.07,296262
2023-01-20 10:54:00,view,Google Ads,appliances.kitchen.refrigerators,865.58,981138
2023-01-06 18:18:00,cart,Organic Search,electronics.smartphone,893.49,553471
2023-01-01 03:21:00,view,Instagram,computers.notebook,551.8,497159
2023-01-06 12:36:00,cart,Google Ads,electronics.smartphone,767.45,580784
2023-01-06 03:05:00,view,Organic Search,computers.notebook,841.48,892237
2023-01-05 04:07:00,view,Email,electronics.smartphone,793.17,921696
2023-01-25 00:02:00,view,Email,furniture.living_room.sofa,40.08,284911
2023-01-01 23:28:00,cart,Instagram,furniture.living_room.sofa,168.92,262808
2023-01-01 15:16:00,view,Google Ads,electronics.smartphone,616.98,515808
2023-01-06 09:38:00,purchase,Instagram,electronics.smartphone,828.79,431519
2023-01-30 14:44:00,view,Email,appliances.kitchen.refrigerators,758.57,439375
2023-01-05 09:46:00,view,Google Ads,furniture.living_room.sofa,652.45,412752
2023-01-25 22:54:00,view,Google Ads,computers.notebook,438.08,344474
2023-01-28 20:32:00,view,Organic Search,appliances.kitchen.dishwasher,602.42,307744
2023-01-12 10:08:00,purchase,Organic Search,computers.notebook,727.72,260706
2023-01-26 06:58:00,view,Email,furniture.living_room.sofa,660.04,986621
2023-01-11 05:15:00,view,Google Ads,computers.notebook,73.98,516090
2023-01-28 04:46:00,purchase,Google Ads,appliances.kitchen.refrigerators,763.17,273031
2023-01-25 03:43:00,view,Google Ads,electronics.smartphone,366.65,257638
2023-01-18 23:37:00,cart,Organic Search,electronics.smartphone,912.98,963211
2023-01-26 13:12:00,purchase,Organic Search,appliances.kitchen.dishwasher,758.32,560165
2023-01-16 18:18:00,view,Email,appliances.kitchen.dishwasher,588.93,401876
2023-01-29 20:52:00,view,Email,furniture.living_room.sofa,281.84,976461
2023-01-07 03:23:00,cart,Email,furniture.living_room.sofa,685.28,724803
2023-01-22 21:51:00,view,Organic Search,electronics.smartphone,563.8,904823
2023-01-24 17:15:00,purchase,Organic Search,appliances.kitchen.refrigerators,996.77,699278
2023-01-20 01:22:00,view,Organic Search,computers.notebook,865.62,109768
2023-01-19 12:56:00,view,Google Ads,appliances.kitchen.refrigerators,123.99,891829
2023-01-15 23:23:00,cart,Google Ads,computers.notebook,298.34,503324
2023-01-16 23:02:00,view,Google Ads,computers.notebook,661.04,137640
2023-01-16 21:03:00,view,Email,electronics.smartphone,106.71,249127
2023-01-04 07:23:00,view,Organic Search,electronics.smartphone,303.19,735914
2023-01-20 06:51:00,cart,Google Ads,appliances.kitchen.refrigerators,499.93,630502
2023-01-23 08:38:00,view,Email,appliances.kitchen.dishwasher,633.78,527850
2023-01-15 05:33:00,cart,Organic Search,electronics.smartphone,856.75,475877
2023-01-04 20:15:00,purchase,Email,furniture.living_room.sofa,235.21,888924
2023-01-23 13:59:00,cart,Google Ads,computers.notebook,450.83,265439
2023-01-09 08:20:00,view,Organic Search,furniture.living_room.sofa,441.39,279616
2023-01-21 15:45:00,view,Instagram,electronics.smartphone,396.97,442221
2023-01-22 11:06:00,cart,Instagram,appliances.kitchen.refrigerators,260.48,921251
2023-01-25 22:16:00,purchase,Instagram,electronics.smartphone,649.49,410822
2023-01-15 18:10:00,view,Google Ads,appliances.kitchen.refrigerators,206.24,854582
2023-01-27 06:53:00,view,Instagram,appliances.kitchen.dishwasher,39.92,620714
2023-01-08 20:17:00,view,Organic Search,furniture.living_room.sofa,72.4,587471
2023-01-19 14:23:00,view,Instagram,appliances.kitchen.refrigerators,190.61,277634
2023-01-12 06:57:00,view,Organic Search,furniture.living_room.sofa,97.36,632070
2023-01-27 22:06:00,view,Google Ads,furniture.living_room.sofa,263.84,343404
2023-01-21 21:26:00,view,Instagram,computers.notebook,872.88,525941
2023-01-17 17:03:00,view,Organic Search,appliances.kitchen.dishwasher,51.17,991130
2023-01-21 19:44:00,view,Google Ads,computers.notebook,506.66,899534
2023-01-13 19:01:00,view,Email,appliances.kitchen.refrigerators,964.41,138917
2023-01-30 02:42:00,cart,Referral,appliances.kitchen.dishwasher,548.78,413040
2023-01-01 20:43:00,view,Google Ads,appliances.kitchen.refrigerators,658.55,877735
2023-01-30 17:49:00,cart,Google Ads,appliances.kitchen.dishwasher,795.83,735299
2023-01-16 04:23:00,cart,Instagram,appliances.kitchen.dishwasher,314.48,996289
2023-01-23 10:57:00,view,Organic Search,electronics.smartphone,118.53,396124
2023-01-24 21:41:00,view,Organic Search,electronics.smartphone,636.2,903869
2023-01-18 03:28:00,view,Google Ads,appliances.kitchen.refrigerators,512.2,333329
2023-01-06 12:54:00,view,Organic Search,furniture.living_room.sofa,317.52,131995
2023-01-07 14:11:00,view,Instagram,electronics.smartphone,606.88,770639
2023-01-02 14:24:00,view,Google Ads,furniture.living_room.sofa,450.71,616866
2023-01-21 03:20:00,view,Google Ads,electronics.smartphone,933.64,596594
2023-01-17 04:24:00,purchase,Organic Search,appliances.kitchen.refrigerators,884.26,572219
2023-01-08 23:38:00,view,Google Ads,electronics.smartphone,524.26,741388
2023-01-09 13:38:00,view,Google Ads,furniture.living_room.sofa,419.0,910320
2023-01-03 15:34:00,view,Instagram,furniture.living_room.sofa,409.22,505310
2023-01-18 05:16:00,view,Google Ads,appliances.kitchen.refrigerators,848.15,606308
2023-01-19 21:39:00,cart,Email,appliances.kitchen.refrigerators,987.35,733907
2023-01-21 18:45:00,view,Organic Search,furniture.living_room.sofa,479.07,617867
2023-01-09 16:29:00,view,Google Ads,appliances.kitchen.dishwasher,954.17,295678
2023-01-27 06:06:00,view,Google Ads,appliances.kitchen.dishwasher,128.75,730870
2023-01-10 06:45:00,view,Instagram,furniture.living_room.sofa,380.15,173774
2023-01-22 01:26:00,view,Instagram,appliances.kitchen.refrigerators,738.45,244954
2023-01-26 09:09:00,view,Google Ads,furniture.living_room.sofa,508.62,678371
2023-01-25 02:46:00,view,Email,appliances.kitchen.dishwasher,465.18,929316
2023-01-28 03:49:00,cart,Google Ads,electronics.smartphone,981.77,473431
2023-01-07 09:44:00,view,Organic Search,appliances.kitchen.refrigerators,837.82,443810
2023-01-04 12:42:00,view,Instagram,appliances.kitchen.refrigerators,803.43,227579
2023-01-15 09:06:00,purchase,Instagram,electronics.smartphone,494.49,311880
2023-01-28 19:49:00,view,Email,appliances.kitchen.refrigerators,36.0,972136
2023-01-11 16:15:00,view,Google Ads,appliances.kitchen.dishwasher,148.51,776624
2023-01-22 11:34:00,view,Referral,furniture.living_room.sofa,984.5,771118
2023-01-20 06:39:00,cart,Google Ads,furniture.living_room.sofa,963.69,936692
2023-01-21 12:06:00,view,Google Ads,appliances.kitchen.dishwasher,353.94,243723
2023-01-14 14:52:00,view,Google Ads,furniture.living_room.sofa,965.76,479890
2023-01-13 09:39:00,view,Organic Search,computers.notebook,676.22,444658
2023-01-25 10:15:00,view,Organic Search,appliances.kitchen.dishwasher,910.09,293998
2023-01-17 14:47:00,purchase,Email,electronics.smartphone,492.12,113796
2023-01-27 12:23:00,purchase,Instagram,appliances.kitchen.refrigerators,641.37,167967
2023-01-25 07:33:00,view,Organic Search,appliances.kitchen.refrigerators,452.53,207731
2023-01-16 07:53:00,view,Organic Search,appliances.kitchen.refrigerators,240.29,755146
2023-01-15 09:21:00,view,Google Ads,appliances.kitchen.refrigerators,598.78,535021
2023-01-05 13:32:00,view,Instagram,electronics.smartphone,646.27,908299
2023-01-03 17:50:00,view,Instagram,furniture.living_room.sofa,752.43,346317
2023-01-14 05:22:00,view,Organic Search,computers.notebook,257.3,880724
2023-01-07 22:46:00,view,Organic Search,appliances.kitchen.refrigerators,990.29,129057
2023-01-28 22:53:00,view,Organic Search,furniture.living_room.sofa,39.62,292663
2023-01-14 15:47:00,cart,Google Ads,appliances.kitchen.refrigerators,379.28,415448
2023-01-13 06:40:00,view,Organic Search,computers.notebook,273.41,275430
2023-01-20 06:11:00,purchase,Instagram,appliances.kitchen.refrigerators,295.59,420621
2023-01-24 21:35:00,cart,Email,furniture.living_room.sofa,73.16,190263
2023-01-07 11:56:00,view,Email,furniture.living_room.sofa,756.24,555661
2023-01-29 09:00:00,view,Organic Search,electronics.smartphone,857.66,636768
2023-01-16 06:53:00,view,Referral,electronics.smartphone,22.97,582181
2023-01-03 06:04:00,view,Organic Search,electronics.smartphone,892.83,487846
2023-01-17 08:51:00,cart,Email,appliances.kitchen.refrigerators,796.22,635258
2023-01-26 13:13:00,cart,Referral,appliances.kitchen.refrigerators,832.5,601423
2023-01-09 06:12:00,cart,Google Ads,electronics.smartphone,146.68,337713
2023-01-29 19:02:00,view,Instagram,computers.notebook,481.66,456443
2023-01-10 15:17:00,view,Google Ads,appliances.kitchen.dishwasher,797.62,909481
2023-01-16 19:14:00,view,Google Ads,furniture.living_room.sofa,311.4,707230
2023-01-15 07:08:00,view,Instagram,appliances.kitchen.refrigerators,12.13,439840
2023-01-30 00:10:00,view,Organic Search,furniture.living_room.sofa,426.85,785208
2023-01-17 09:58:00,view,Instagram,appliances.kitchen.dishwasher,444.37,770245
2023-01-01 13:05:00,cart,Google Ads,electronics.smartphone,922.48,141939
2023-01-01 03:47:00,view,Organic Search,electronics.smartphone,435.38,385496
2023-01-04 10:27:00,cart,Email,appliances.kitchen.dishwasher,189.7,510742
2023-01-06 04:37:00,view,Email,computers.notebook,323.2,841677
2023-01-12 22:51:00,view,Organic Search,electronics.smartphone,692.32,585076
2023-01-10 15:34:00,cart,Organic Search,appliances.kitchen.dishwasher,260.61,694241
2023-01-20 17:07:00,purchase,Referral,appliances.kitchen.refrigerators,414.67,767757
2023-01-08 02:17:00,cart,Email,appliances.kitchen.refrigerators,190.54,255423
2023-01-28 02:24:00,view,Email,computers.notebook,287.09,131835
2023-01-09 00:36:00,view,Email,appliances.kitchen.refrigerators,371.79,839372
2023-01-09 00:48:00,view,Email,computers.notebook,573.12,164962
2023-01-19 16:34:00,view,Email,computers.notebook,612.06,871084
2023-01-18 20:24:00,view,Organic Search,appliances.kitchen.dishwasher,78.07,534401
2023-01-16 14:26:00,cart,Google Ads,appliances.kitchen.refrigerators,276.19,517795
2023-01-06 21:22:00,view,Google Ads,furniture.living_room.sofa,112.81,271376
2023-01-14 20:12:00,view,Google Ads,electronics.smartphone,30.05,402663
2023-01-06 08:08:00,view,Referral,computers.notebook,188.92,155603
2023-01-01 00:59:00,cart,Google Ads,appliances.kitchen.dishwasher,777.25,257664
2023-01-27 12:39:00,view,Email,appliances.kitchen.dishwasher,207.87,351744
2023-01-20 23:37:00,view,Instagram,appliances.kitchen.refrigerators,410.29,354533
2023-01-14 05:34:00,cart,Email,electronics.smartphone,797.18,369652
2023-01-03 07:39:00,view,Google Ads,furniture.living_room.sofa,22.28,970309
2023-01-14 07:33:00,cart,Referral,appliances.kitchen.dishwasher,256.23,307987
2023-01-23 15:02:00,view,Referral,computers.notebook,436.2,289568
2023-01-26 07:02:00,view,Organic Search,furniture.living_room.sofa,520.84,141996
2023-01-19 19:08:00,view,Google Ads,computers.notebook,54.74,948799
2023-01-27 14:36:00,cart,Instagram,electronics.smartphone,704.02,370643
2023-01-15 22:06:00,view,Google Ads,appliances.kitchen.dishwasher,322.22,204851
2023-01-22 06:41:00,cart,Organic Search,electronics.smartphone,181.49,146442
2023-01-14 05:26:00,purchase,Google Ads,computers.notebook,343.07,811003
2023-01-12 12:25:00,view,Referral,appliances.kitchen.refrigerators,257.25,228169
2023-01-05 22:07:00,view,Email,appliances.kitchen.dishwasher,674.95,887097
2023-01-29 18:30:00,view,Organic Search,computers.notebook,200.61,795455
2023-01-29 06:31:00,view,Referral,appliances.kitchen.dishwasher,661.04,338563
2023-01-26 02:04:00,cart,Organic Search,appliances.kitchen.refrigerators,122.75,666892
2023-01-20 16:10:00,view,Google Ads,furniture.living_room.sofa,813.35,344410
2023-01-26 12:21:00,view,Google Ads,electronics.smartphone,20.94,341892
2023-01-10 01:00:00,cart,Google Ads,appliances.kitchen.refrigerators,302.35,465652
2023-01-04 02:31:00,view,Instagram,electronics.smartphone,548.87,675990
2023-01-19 20:02:00,purchase,Referral,furniture.living_room.sofa,387.12,430752
2023-01-03 04:03:00,view,Email,appliances.kitchen.refrigerators,399.11,312083
2023-01-08 20:53:00,cart,Referral,electronics.smartphone,124.74,472665
2023-01-27 22:11:00,purchase,Email,appliances.kitchen.dishwasher,668.94,349045
2023-01-03 15:10:00,view,Email,computers.notebook,962.82,873687
2023-01-23 05:56:00,view,Instagram,furniture.living_room.sofa,397.23,626224
2023-01-28 06:49:00,view,Email,appliances.kitchen.refrigerators,383.29,244637
2023-01-25 21:58:00,view,Google Ads,furniture.living_room.sofa,62.03,260875
2023-01-18 07:23:00,view,Instagram,furniture.living_room.sofa,743.63,778019
2023-01-02 02:41:00,view,Instagram,electronics.smartphone,922.82,975499
2023-01-09 04:28:00,cart,Organic Search,furniture.living_room.sofa,242.48,696501
2023-01-15 19:07:00,view,Instagram,electronics.smartphone,839.13,433782
2023-01-19 20:09:00,view,Instagram,computers.notebook,876.55,412999
2023-01-09 19:52:00,view,Google Ads,furniture.living_room.sofa,109.63,783902
2023-01-16 11:43:00,view,Instagram,appliances.kitchen.refrigerators,433.06,519708
2023-01-12 02:44:00,view,Google Ads,computers.notebook,358.44,193726
2023-01-15 00:02:00,cart,Google Ads,electronics.smartphone,292.47,854820
2023-01-29 16:01:00,view,Referral,electronics.smartphone,622.76,161463
2023-01-20 14:37:00,view,Instagram,computers.notebook,712.77,842475
2023-01-08 06:49:00,cart,Google Ads,computers.notebook,86.57,463890
2023-01-12 12:03:00,purchase,Email,electronics.smartphone,353.73,727252
2023-01-15 03:09:00,view,Organic Search,computers.notebook,105.18,635852
2023-01-20 13:03:00,view,Google Ads,furniture.living_room.sofa,198.28,303133
2023-01-11 21:25:00,view,Organic Search,furniture.living_room.sofa,279.76,195545
2023-01-19 11:29:00,view,Organic Search,appliances.kitchen.refrigerators,280.73,388372
2023-01-29 22:57:00,view,Email,furniture.living_room.sofa,79.0,105821
2023-01-26 08:07:00,view,Google Ads,electronics.smartphone,320.11,271888
2023-01-08 17:17:00,view,Google Ads,electronics.smartphone,473.96,819481
2023-01-17 00:01:00,view,Referral,computers.notebook,650.32,630792
2023-01-19 01:29:00,view,Google Ads,furniture.living_room.sofa,253.62,888850
2023-01-14 15:58:00,view,Email,electronics.smartphone,549.11,442063
2023-01-26 10:23:00,view,Referral,electronics.smartphone,15.42,926606
2023-01-10 06:49:00,purchase,Google Ads,electronics.smartphone,637.29,298648
2023-01-25 15:59:00,purchase,Email,appliances.kitchen.refrigerators,35.15,839844
2023-01-20 14:09:00,cart,Email,computers.notebook,344.39,621703
2023-01-24 06:12:00,view,Google Ads,appliances.kitchen.dishwasher,934.81,665886
2023-01-30 07:33:00,view,Email,electronics.smartphone,856.63,541364
2023-01-07 12:09:00,view,Email,furniture.living_room.sofa,837.59,701902
2023-01-30 08:16:00,view,Google Ads,furniture.living_room.sofa,541.15,251853
2023-01-29 08:17:00,view,Referral,electronics.smartphone,485.49,618613
2023-01-10 06:37:00,view,Google Ads,appliances.kitchen.refrigerators,539.2,964550
2023-01-18 16:30:00,view,Google Ads,appliances.kitchen.dishwasher,470.59,911918
2023-01-14 02:43:00,view,Referral,furniture.living_room.sofa,59.95,539650
2023-01-01 22:09:00,view,Google Ads,appliances.kitchen.dishwasher,466.53,914341
2023-01-19 18:50:00,view,Google Ads,electronics.smartphone,518.14,854240
2023-01-22 19:27:00,view,Organic Search,electronics.smartphone,92.71,985851
2023-01-09 16:58:00,view,Instagram,appliances.kitchen.dishwasher,808.68,144456
2023-01-14 01:54:00,view,Email,furniture.living_room.sofa,920.31,564466
2023-01-30 06:09:00,view,Organic Search,appliances.kitchen.dishwasher,454.64,327580
2023-01-21 15:46:00,cart,Google Ads,computers.notebook,59.23,169550
2023-01-28 15:45:00,cart,Google Ads,furniture.living_room.sofa,52.29,339019
2023-01-09 01:51:00,view,Organic Search,electronics.smartphone,689.33,903675
2023-01-03 23:34:00,view,Google Ads,computers.notebook,351.86,947274
2023-01-30 11:04:00,view,Instagram,furniture.living_room.sofa,932.05,106876
2023-01-13 13:54:00,view,Referral,computers.notebook,128.18,792584
2023-01-06 15:49:00,cart,Instagram,appliances.kitchen.refrigerators,114.53,337417
2023-01-24 12:51:00,purchase,Email,appliances.kitchen.dishwasher,178.15,873115
2023-01-17 08:57:00,view,Google Ads,electronics.smartphone,498.15,212506
2023-01-23 08:15:00,view,Google Ads,furniture.living_room.sofa,830.84,349152
2023-01-13 18:53:00,view,Instagram,furniture.living_room.sofa,868.37,115815
2023-01-28 12:42:00,view,Organic Search,electronics.smartphone,906.29,300430
2023-01-03 14:46:00,view,Instagram,computers.notebook,778.2,872580
2023-01-29 17:15:00,view,Email,furniture.living_room.sofa,974.27,167277
2023-01-28 15:44:00,view,Organic Search,computers.notebook,481.01,157392
2023-01-19 02:16:00,view,Google Ads,appliances.kitchen.refrigerators,875.95,827691
2023-01-06 18:19:00,view,Google Ads,electronics.smartphone,71.42,729227
2023-01-26 05:31:00,view,Referral,electronics.smartphone,814.82,157257
2023-01-06 10:49:00,view,Google Ads,appliances.kitchen.refrigerators,36.77,652235
2023-01-10 13:31:00,view,Instagram,appliances.kitchen.refrigerators,991.5,488757
2023-01-21 13:24:00,cart,Organic Search,furniture.living_room.sofa,477.26,367467
2023-01-05 04:35:00,view,Organic Search,computers.notebook,956.01,834598
2023-01-11 11:44:00,view,Instagram,electronics.smartphone,564.86,958329
2023-01-06 12:39:00,cart,Instagram,computers.notebook,950.19,669627
2023-01-03 05:16:00,purchase,Organic Search,electronics.smartphone,202.59,934529
2023-01-26 14:59:00,view,Google Ads,electronics.smartphone,930.83,346599
2023-01-14 12:19:00,view,Email,furniture.living_room.sofa,428.67,743054
2023-01-01 06:52:00,view,Google Ads,electronics.smartphone,964.23,641355
2023-01-20 06:14:00,view,Google Ads,furniture.living_room.sofa,873.35,866716
2023-01-07 00:34:00,view,Google Ads,electronics.smartphone,989.13,193444
2023-01-08 17:51:00,cart,Email,furniture.living_room.sofa,267.48,906077
2023-01-26 10:15:00,view,Organic Search,appliances.kitchen.dishwasher,610.11,893422
2023-01-07 02:34:00,purchase,Organic Search,furniture.living_room.sofa,446.63,935001
2023-01-17 21:58:00,cart,Email,electronics.smartphone,945.0,235760
2023-01-24 12:09:00,view,Google Ads,furniture.living_room.sofa,281.45,139846
2023-01-21 00:43:00,cart,Referral,electronics.smartphone,598.85,240056
2023-01-17 16:46:00,view,Email,computers.notebook,218.81,603218
2023-01-06 16:56:00,view,Organic Search,appliances.kitchen.dishwasher,460.61,864908
2023-01-06 19:49:00,view,Organic Search,furniture.living_room.sofa,750.35,394026
2023-01-29 17:42:00,cart,Email,electronics.smartphone,206.84,234667
2023-01-13 04:05:00,view,Google Ads,appliances.kitchen.refrigerators,490.03,631704
2023-01-08 02:45:00,view,Organic Search,appliances.kitchen.refrigerators,888.05,245192
2023-01-13 03:44:00,view,Referral,computers.notebook,675.59,236759
2023-01-09 13:59:00,cart,Email,furniture.living_room.sofa,10.74,303931
2023-01-22 23:28:00,view,Google Ads,appliances.kitchen.refrigerators,466.75,987952
2023-01-04 03:27:00,cart,Instagram,computers.notebook,115.23,540480
2023-01-19 07:29:00,purchase,Instagram,computers.notebook,521.22,158206
2023-01-05 15:33:00,cart,Organic Search,furniture.living_room.sofa,222.87,817666
2023-01-27 03:51:00,cart,Instagram,electronics.smartphone,711.17,403715
2023-01-23 19:03:00,cart,Google Ads,electronics.smartphone,216.48,367567
2023-01-17 01:42:00,view,Instagram,appliances.kitchen.refrigerators,597.95,224060
2023-01-10 07:34:00,view,Organic Search,computers.notebook,567.39,922241
2023-01-25 07:51:00,view,Instagram,furniture.living_room.sofa,251.38,327651
2023-01-20 15:14:00,view,Referral,electronics.smartphone,360.41,324409
